,Unnamed: 0.1,Unnamed: 0,statement_idx,report,page_num,sent_num,original_statement,final_statement,confidence,score,split,context,has_confidence_in_final_statement,raw_output_1,model_confidence_classification_1,model_logprobs1,raw_output_2,model_confidence_classification_2,model_logprobs2,raw_output_3,model_confidence_classification_3,model_logprobs3,raw_output_4,model_confidence_classification_4,model_logprobs4,raw_output_5,model_confidence_classification_5,model_logprobs5
3,3,0,3,AR6_WGI,24,2,"Since 1750, increases in CO 2 (47%) and CH 4 (156%) concentrations far exceed – and increases in N 2O (23%) are similar to – the natural multi-millennial changes between glacial and interglacial periods over at least the past 800,000 years ","Since 1750, increases in CO2 (47%) and CH4 (156%) concentrations far exceed – and increases in N2O (23%) are similar to – the natural multi-millennial changes between glacial and interglacial periods over at least the past 800,000 years",very high,3,test,"Estimates account for both direct emissions into the atmosphere and their effect, if any, on other climate drivers. For aerosols, both direct effects (through radiation) and indirect effects (through interactions with clouds) are considered. {Cross-Chapter Box 2.3, 3.3.1, 6.4.2, 7.3}Observed warming is driven by emissions from human activities, with greenhouse gas warming partly masked by aerosol cooling ºC –0.5 –1.00.00.51.01.52.0ºC –0.5 –1.00.00.51.01.52.0ºC –0.5 –1.00.00.51.01.52.0 Halogenated gases Nitrogen oxides Sulphur dioxide Volatile organic compoundsand carbon monoxide Organic carbon Black carbon Ammonia Land-use reﬂectanceand irrigation Aviation contrails Total human inﬂuence Well-mixed greenhouse gases Other human drivers Solar and volcanic drivers Internal variability Carbon dioxide Methane Nitrous oxide Mainly contribute to changes in non-CO₂ greenhouse gasesMainly contribute to changes in anthropogenic aerosols (b) Aggregated contributions to 2010– 2019 warming relative to 1850– 1900, assessed from attribution studies (a) Observed warming 2010– 2019 relative to 1850– 1900 Contributions to warming based on two complementary approaches Observed warming (c) Contributions to 2010– 2019 warming relative to 1850– 1900, assessed from radiative forcing studies 8SPM Summary for PolicymakersA.2 The scale of recent changes across the climate system as a whole – and the present state of many aspects of the climate system – are unprecedented over many centuries to many thousands of years. {2.2, 2.3, Cross-Chapter Box 2.1, 5.1} (Figure SPM.1) A.2.1 In 2019, atmospheric CO 2 concentrations were higher than at any time in at least 2 million years (high confidence), and concentrations of CH 4 and N 2O were higher than at any time in at least 800,000 years (very high confidence). Since 1750, increases in CO 2 (47%) and CH 4 (156%) concentrations far exceed – and increases in N 2O (23%) are similar to – the natural multi-millennial changes between glacial and interglacial periods over at least the past 800,000 years (very high confidence). {2.2, 5.1, TS.2.2} A.2.2 Global surface temperature has increased faster since 1970 than in any other 50-year period over at least the last 2000 years (high confidence).",False,high,high,"[('high', -0.8040399, 44.75), ('very', -0.81085676, 44.45), ('High', -2.9005919, 5.5), ('Very', -2.9779444, 5.09), ('medium', -6.5238504, 0.15)]",very high,very high,"[('very', -0.391128, 67.63), ('high', -1.5106597, 22.08), ('Very', -2.6735377, 6.9), ('High', -3.4171062, 3.28), ('medium', -7.693355, 0.05)]",very high,very high,"[('very', -0.59667784, 55.06), ('high', -1.122469, 32.55), ('Very', -2.6071186, 7.37), ('High', -3.0187225, 4.89), ('medium', -7.3366776, 0.07)]",very high,very high,"[('very', -0.32500747, 72.25), ('high', -1.3966112, 24.74), ('Very', -3.8738794, 2.08), ('High', -4.8430967, 0.79), ('medium', -6.867488, 0.1)]",very high,very high,"[('very', -0.63954633, 52.75), ('high', -1.0305815, 35.68), ('Very', -2.7797842, 6.21), ('High', -2.9705973, 5.13), ('medium', -6.4526014, 0.16)]"
42,42,1,42,AR6_WGI,37,16,"Over the next 2000 years, global mean sea level will rise by about 2 to 3 m if warming is limited to 1.5°C, 2 to 6 m if limited to 2°C and 19 to 22 m with 5°C of warming, and it will continue to rise over subsequent millennia ","Over the next 2000 years, global mean sea level will rise by about 2 to 3 m if warming is limited to 1.5°C, 2 to 6 m if limited to 2°C and 19 to 22 m with 5°C of warming, and it will continue to rise over subsequent millennia",low,0,test,"Continued ice loss over the 21st century is virtually certain for the Greenland Ice Sheet and likely for the Antarctic Ice Sheet. There is high confidence that total ice loss from the Greenland Ice Sheet will increase with cumulative emissions. There is limited evidence for low-likelihood, high-impact outcomes (resulting from ice-sheet instability processes characterized by deep uncertainty and in some cases involving tipping points) that would strongly increase ice loss from the Antarctic Ice Sheet for centuries under high GHG emissions scenarios.34 {4.3, 4.7, 5.4, 9.4, 9.5, Box 9.4, Box TS.1, TS.2.5} B.5.3 It is virtually certain that global mean sea level will continue to rise over the 21st century. Relative to 1995–2014, the likely global mean sea level rise by 2100 is 0.28–0.55 m under the very low GHG emissions scenario (SSP1-1.9); 0.32–0.62 m under the low GHG emissions scenario (SSP1-2.6); 0.44–0.76 m under the intermediate GHG emissions scenario (SSP2-4.5); and 0.63–1.01 m under the very high GHG emissions scenario (SSP5-8.5); and by 2150 is 0.37–0.86 m under the very low scenario (SSP1-1.9); 0.46–0.99 m under the low scenario (SSP1-2.6); 0.66–1.33 m under the intermediate scenario (SSP2-4.5); and 0.98–1.88 m under the very high scenario (SSP5-8.5) (medium confidence).35 Global mean sea level rise above the likely range – approaching 2 m by 2100 and 5 m by 2150 under a very high GHG emissions scenario (SSP5-8.5) (low confidence) – cannot be ruled out due to deep uncertainty in ice-sheet processes. {4.3, 9.6, Box 9.4, Box TS.4} (Figure SPM.8) B.5.4 In the longer term, sea level is committed to rise for centuries to millennia due to continuing deep-ocean warming and ice-sheet melt and will remain elevated for thousands of years (high confidence). Over the next 2000 years, global mean sea level will rise by about 2 to 3 m if warming is limited to 1.5°C, 2 to 6 m if limited to 2°C and 19 to 22 m with 5°C of warming, and it will continue to rise over subsequent millennia (low confidence). Projections of multi-millennial global mean sea level rise are consistent with reconstructed levels during past warm climate periods: likely 5–10 m higher than today around 125,000 years ago, when global temperatures were very likely 0.5°C–1.5°C higher than 1850–1900; and very likely 5–25 m higher roughly 3 million years ago, when global temperatures were 2.5°C–4°C higher (medium confidence).",False,high,high,"[('high', -0.6634582, 51.51), ('very', -0.88595045, 41.23), ('Very', -3.6265702, 2.66), ('High', -3.662539, 2.57), ('medium', -3.9609742, 1.9)]",high,high,"[('high', -0.42801774, 65.18), ('very', -1.2220718, 29.46), ('medium', -3.588624, 2.76), ('High', -4.24594, 1.43), ('Very', -4.5485888, 1.06)]",high,high,"[('high', -0.4636395, 62.9), ('very', -1.1558735, 31.48), ('medium', -3.4491189, 3.18), ('High', -4.369794, 1.27), ('Very', -4.5383825, 1.07)]",high,high,"[('high', -0.23398975, 79.14), ('very', -1.9968681, 13.58), ('medium', -2.7790108, 6.21), ('High', -5.0471706, 0.64), ('Very', -5.8557205, 0.29)]",high,high,"[('high', -0.23398975, 79.14), ('very', -1.9968681, 13.58), ('medium', -2.7790108, 6.21), ('High', -5.0471706, 0.64), ('Very', -5.8557205, 0.29)]"
77,77,2,77,AR6_WGI,47,7,"By the end of the century, scenarios with very low and low GHG emissions would strongly limit the change of several CIDs, such as the increases in the frequency of extreme sea level events, heavy precipitation and pluvial flooding, and exceedance of dangerous heat thresholds, while limiting the number of regions where such exceedances occur, relative to higher GHG emissions scenarios ","By the end of the century, scenarios with very low and low greenhouse gas (GHG) emissions would strongly limit the change of several climactic impact drivers (CIDs), such as the increases in the frequency of extreme sea level events, heavy precipitation and pluvial flooding, and exceedance of dangerous heat thresholds, while limiting the number of regions where such exceedances occur, relative to higher GHG emissions scenarios",high,2,test,"{6.6, 6.7, Box TS.7}. D.2.3 Scenarios with very low or low GHG emissions (SSP1-1.9 and SSP1-2.6) would have rapid and sustained effects to limit human-caused climate change, compared with scenarios with high or very high GHG emissions (SSP3-7.0 or SSP5-8.5), but early responses of the climate system can be masked by natural variability. For global surface temperature, differences in 20-year trends would likely emerge during the near term under a very low GHG emissions scenario (SSP1-1.9), relative to a high or very high GHG emissions scenario (SSP3-7.0 or SSP5-8.5). The response of many other climate variables would emerge from natural variability at different times later in the 21st century (high confidence). {4.6, Cross-Section Box TS.1} (Figure SPM.8, Figure SPM.10) D.2.4 Scenarios with very low and low GHG emissions (SSP1-1.9 and SSP1-2.6) would lead to substantially smaller changes in a range of CIDs36 beyond 2040 than under high and very high GHG emissions scenarios (SSP3-7.0 and SSP5-8.5). By the end of the century, scenarios with very low and low GHG emissions would strongly limit the change of several CIDs, such as the increases in the frequency of extreme sea level events, heavy precipitation and pluvial flooding, and exceedance of dangerous heat thresholds, while limiting the number of regions where such exceedances occur, relative to higher GHG emissions scenarios (high confidence). Changes would also be smaller in very low compared to low GHG emissions scenarios, as well as for intermediate (SSP2-4.5) compared to high or very high GHG emissions scenarios (high confidence).",False,high,high,"[('high', -0.09407394, 91.02), ('High', -2.6107557, 7.35), ('very', -4.3968883, 1.23), ('medium', -6.256805, 0.19), ('Very', -6.757404, 0.12)]",high,high,"[('high', -0.057264157, 94.43), ('High', -3.4977834, 3.03), ('very', -4.0967636, 1.66), ('medium', -4.9322453, 0.72), ('Very', -7.113182, 0.08)]",high,high,"[('high', -0.06281204, 93.91), ('High', -3.1143773, 4.44), ('very', -4.5317335, 1.08), ('medium', -5.447694, 0.43), ('Very', -7.1685495, 0.08)]",high,high,"[('high', -0.042196337, 95.87), ('very', -3.8004894, 2.24), ('High', -4.308056, 1.35), ('medium', -5.506525, 0.41), (""'"", -7.248457, 0.07)]",high,high,"[('high', -0.09090794, 91.31), ('High', -2.992384, 5.02), ('very', -3.5078106, 3.0), ('Very', -6.1206055, 0.22), ('medium', -6.139782, 0.22)]"
81,81,3,81,AR6_WGI,62,2,"Over the past millennium, and especially since about 1300 CE, simulated global surface temperature anomalies are well within the uncertainty of reconstructions ","Over the past millennium, and especially since about 1300 CE, simulated global surface temperature anomalies are well within the uncertainty of reconstructions",medium,1,test,"{1.3.2, 1.5.1, Cross-Chapter Boxes 2.1 and 2.4} Global surface temperature. Since AR5, updated climate forcings, improved models, new understanding of the strengths and weaknesses of a growing array of proxy records, better chronologies and more robust proxy data products have led to better agreement between models and reconstructions. For global surface temperature, the mid-point of the AR6-assessed range and the median of the model-simulated temperatures differ by an average of 0.5°C across five reference periods; they overlap within their lower 1850–1900Reference period (*See Interactive Atlas for climate model output) Recent past Approximate pre-industrial Last Millennium Mid-Holocene* Last Deglacial Transition Last Glacial Maximum* Last Interglacial* Mid-Pliocene Warm Period* Early Eocene Paleocene-Eocene Thermal Maximum X to Y: very likely range (caveats in Figure 2.34) X Y: start to end of period, with no stated uncertainty X ~ Y: lowest and highest values, with not stated uncertainty1995–2014 CE 1850–1900 CE 850–1850 CE 6.5–5.5 ka 18–11 ka 23–19 ka 129–116 ka 3.3–3.0 Ma 53–49 Ma 55.9–55.7 Ma360 286 278 260 193 188 266 360 1150 900397 296 285 268 271 194 282 420 2500 2000CO 2 (ppm)Temperature (°C)Sea level (m) Age 0.66 –0.15 –0.14 0.2 –5 0.5 2.5 10 10not assessed1.00 +0.11 0.24 1.0 –7 1.5 4.0 18 25to to to to to toto to ~ to to to to to to0.15 –0.03 –0.05 –3.5 –120 –134 5 5 700.25 0.00 0.03 +0.5 –50 –125 10 25 76to to to to to to to to not assessed higherThree selected global climate indicators covary across multiple paleoclimate reference periods (a)(b) 2000 1000 500 200 100Atmospheric CO 2 (ppm) –10 –5 0 5 10 15 20Early Eocene Mid-Pliocene Recent past 1850–1900Last Interglacial Mid-Holocene Last Glacial Maximum Global surface temperature (°C) relative to 1850–1900 46 Technical Summary TSBox TS.2 (continued) 90% ranges in four of five cases, which together span from about 6 [5 to 7]°C colder during the Last Glacial Maximum to about 14 [10 to 18] °C warmer during the Early Eocene, relative to 1850–1900 (Box TS.2, Figure 2a). Changes in temperature by latitude in response to multiple forcings show that polar amplification (stronger warming at high latitudes than the global average) is a prominent feature of the climate system across multiple climate states, and the ability of models to simulate this polar amplification in past warm climates has improved since AR5 (high confidence). Over the past millennium, and especially since about 1300 CE, simulated global surface temperature anomalies are well within the uncertainty of reconstructions (medium confidence), except for some short periods immediately following large volcanic eruptions, for which different forcing datasets disagree (Box TS.2, Figure 2b). {2.3.1.1, 3.3.3.1, 3.8.2.1, 7.4.4.1.2} Box TS.2, Figure 2 | Global surface temperature as estimated from proxy records (reconstructed) and climate models (simulated).",False,high,high,"[('high', -0.15965687, 85.24), ('medium', -2.392443, 9.14), ('High', -3.1742556, 4.18), ('very', -4.565108, 1.04), ('Medium', -5.8402543, 0.29)]",high,high,"[('high', -0.17940255, 83.58), ('medium', -2.5071537, 8.15), ('High', -2.6459744, 7.09), ('Medium', -5.1703444, 0.57), ('very', -5.3105803, 0.49)]",high,high,"[('high', -0.108506784, 89.72), ('High', -3.069488, 4.64), ('medium', -3.1539664, 4.27), ('very', -4.516462, 1.09), ('Medium', -6.358171, 0.17)]",high,high,"[('high', -0.15423928, 85.71), ('medium', -2.2984538, 10.04), ('High', -3.8178935, 2.2), ('very', -4.04483, 1.75), ('Medium', -6.3702273, 0.17)]",high,high,"[('high', -0.18426313, 83.17), ('medium', -2.1039162, 12.2), ('High', -3.535223, 2.92), ('very', -4.3431835, 1.3), ('Medium', -5.83387, 0.29)]"
86,86,4,86,AR6_WGI,63,8,"This paleo context supports the assessment that ongoing increase in ocean heat content (OHC) represents a long-term commitment (see Core Concepts Box), essentially irreversible on human time scales ","The paleo context supports the assessment that ongoing increase in ocean heat content (OHC) represents a long-term commitment, essentially irreversible on human time scales",high,2,test,"For example, under a past global warming levels of around [2.5°C to 4°C] relative to 1850–1900, like during the mid-Pliocene Warm Period, sea level was [5 to 25 m] higher than 1900 (medium confidence); under past global warming levels of [10°C to 18°C], like during the Early Eocene, the planet was essentially ice free (high confidence). Constraints from these past warm periods, combined with physical understanding, glaciology and modelling, indicate a committed long-term GMSL rise over 10,000 years, reaching about 8 to 13 m for sustained peak global warming of 2°C and up to 28 to 37 m for 5°C, which exceeds the AR5 estimate. {2.3.3.3, 9.4.1.4, 9.4.2.6, 9.6.2, 9.6.3.5} Ocean. Since AR5, better integration of paleo-oceanographic data with modelling along with higher-resolution analyses of transient changes have improved understanding of long-term ocean processes. Low-latitude sea surface temperatures at the Last Glacial Maximum cooled more than previously inferred, resolving some inconsistencies noted in AR5. This paleo context supports the assessment that ongoing increase in ocean heat content (OHC) represents a long-term commitment (see Core Concepts Box), essentially irreversible on human time scales (high confidence). Estimates of past global OHC variations generally track those of sea surface temperatures around Antarctica, underscoring the importance of Southern Ocean processes in regulating deep-ocean temperatures.",False,high,high,"[('high', -0.30756956, 73.52), ('High', -1.8856926, 15.17), ('very', -2.398037, 9.09), ('Very', -4.0099697, 1.81), ('medium', -6.0402527, 0.24)]",high,high,"[('high', -0.5630718, 56.95), ('High', -1.2337661, 29.12), ('very', -2.383306, 9.22), ('Very', -3.0993266, 4.51), ('medium', -7.274547, 0.07)]",high,high,"[('high', -0.4157766, 65.98), ('High', -1.51135, 22.06), ('very', -2.411962, 8.96), ('Very', -3.6845908, 2.51), ('medium', -5.9833426, 0.25)]",high,high,"[('high', -0.5198532, 59.46), ('very', -1.5090365, 22.11), ('High', -2.0079284, 13.43), ('Very', -3.0536609, 4.72), ('medium', -6.6294837, 0.13)]",high,high,"[('high', -0.28433055, 75.25), ('very', -1.9317381, 14.49), ('High', -2.5113451, 8.12), ('Very', -4.0547237, 1.73), ('medium', -5.8544254, 0.29)]"
98,98,5,98,AR6_WGI,65,30,"These higher sensitivity values can, in some models, be traced to changes in extratropical cloud feedbacks "," The higher equilibrium climate sensitivity (ECS) and transient climate response (TCR) sensitivities in the coupled model intercomparison project 6 (CMIP6) ensemble than CMIP5 can, in some models, be traced to changes in extratropical cloud feedbacks",medium,1,test,"Model performance is limited in reproducing sea surface temperature anomalies for decadal modes of variability, despite improvements from CMIP5 to CMIP6 (medium confidence) (see also Section TS.1.4.2.2, Table TS.4). {3.7.3–3.7.7} Earth system models (ESMs) simulate globally averaged land carbon sinks within the range of observation-based estimates (high confidence), but global-scale agreement masks large regional disagreements. There is also high confidence that the ESMs simulate the weakening of the global net flux of CO 2 into the ocean during the 1990s, as well as the strengthening of the flux from 2000. {3.6} Two important quantities used to estimate how the climate system responds to changes in greenhouse gas (GHG) concentrations are the equilibrium climate sensitivity (ECS) and transient climate response (TCR16). The CMIP6 ensemble has broader ranges of ECS and TCR values than CMIP5 (see Section TS.3.2 for the assessed range). These higher sensitivity values can, in some models, be traced to changes in extratropical cloud feedbacks (medium confidence). To combine evidence from CMIP6 models and independent assessments of ECS and TCR, various emulators are used throughout the report.",False,high,high,"[('high', -0.43688664, 64.6), ('medium', -1.5083817, 22.13), ('High', -2.2698562, 10.33), ('Medium', -3.5891197, 2.76), ('very', -7.0933294, 0.08)]",medium,medium,"[('medium', -0.5064221, 60.26), ('high', -1.022131, 35.98), ('Medium', -3.9574432, 1.91), ('High', -4.0297832, 1.78), ('very', -8.566599, 0.02)]",medium,medium,"[('medium', -0.66667783, 51.34), ('high', -0.79019773, 45.38), ('High', -3.9498754, 1.93), ('Medium', -4.3882337, 1.24), ('very', -7.7596097, 0.04)]",medium,medium,"[('medium', -0.6741729, 50.96), ('high', -0.8021903, 44.83), ('High', -3.785684, 2.27), ('Medium', -4.022775, 1.79), ('very', -7.1640277, 0.08)]",medium,medium,"[('medium', -0.6801168, 50.66), ('high', -0.776476, 46.0), ('High', -3.9884758, 1.85), ('Medium', -4.2749844, 1.39), ('very', -7.6908894, 0.05)]"
151,151,6,151,AR6_WGI,85,31,Model estimates suggest no significant change in oxidizing capacity from 1850 to 1980 ,"Model estimates suggest no significant change in the global mean abundance of hydroxyl (OH) radical, or ‘oxidizing capacity’, from 1850 to 1980",low,0,test,"Future changes in surface ozone concentrations will be primarily driven by changes in precursor emissions rather than climate change (high confidence). Stratospheric ozone has declined between 60°S–60°N by 2.2% from 1964–1980 to 2014–2017 (high confidence), with the largest declines during 1980–1995. The strongest loss of stratospheric ozone continues to occur in austral spring over Antarctica (ozone hole), with emergent signs of recovery after 2000. The 1750–2019 ERF for total (stratospheric and tropospheric) ozone is 0.47 [0.24 to 0.71] W m−2, which is dominated by tropospheric ozone changes. {2.2.5, 6.3.2, 7.3.2, 7.3.5} The global mean abundance of hydroxyl (OH) radical, or ‘oxidizing capacity’, chemically regulates the lifetimes of many SLCFs, and therefore the radiative forcing of CH 4, ozone, secondary aerosols and many halogenated species. Model estimates suggest no significant change in oxidizing capacity from 1850 to 1980 (low confidence). Increases of about 9% over 1980–2014 computed by ESMs and carbon cycle models are not confirmed by observationally constrained inverse models, rendering an overall medium confidence in stable OH or positive trends since the 1980s, and implying that OH is not the primary driver of recent observed growth in CH 4.",False,High,high,"[('High', -0.4953891, 60.93), ('Medium', -1.6786605, 18.66), ('high', -1.9225932, 14.62), ('medium', -3.056878, 4.7), ('Very', -5.2085505, 0.55)]",High,high,"[('High', -0.7115264, 49.09), ('high', -1.2773356, 27.88), ('Medium', -1.982017, 13.78), ('medium', -2.494577, 8.25), ('Very', -5.4028163, 0.45)]",High,high,"[('High', -0.7115264, 49.09), ('high', -1.2773356, 27.88), ('Medium', -1.982017, 13.78), ('medium', -2.494577, 8.25), ('Very', -5.4028163, 0.45)]",high,high,"[('high', -0.72439075, 48.46), ('medium', -1.2608154, 28.34), ('High', -1.8901546, 15.1), ('Medium', -2.6658275, 6.95), ('very', -4.9052477, 0.74)]",high,high,"[('high', -0.72439075, 48.46), ('medium', -1.2608154, 28.34), ('High', -1.8901546, 15.1), ('Medium', -2.6658275, 6.95), ('very', -4.9052477, 0.74)]"
157,157,7,157,AR6_WGI,87,27,Projected changes in the intensity depend on the resolution of climate models ,Projected changes in the intensity of extratopical cyclones in the Southern Hemisphere depend on the resolution of climate models,medium,1,test,"There is medium confidence that the average location where TCs reach their maximum wind-intensity will migrate poleward in the western North Pacific Ocean, while the total global frequency of TC formation will decrease or remain unchanged with increasing global warming. {11.7.1} There is low confidence in observed recent changes in the total number of extratropical cyclones over both hemispheres. There is also low confidence in past-century trends in the number and intensity of the strongest extratropical cyclones over the Northern Hemisphere due to the large interannual-to-decadal variability and temporal and spatial heterogeneities in the volume and type of assimilated data in atmospheric reanalyses, particularly before the satellite era. Over the Southern Hemisphere, it is likely that the number of extratropical cyclones with low central pressures (<980 hPa) has increased since 1979. The frequency of intense extratropical cyclones is projected to decrease (medium confidence). Projected changes in the intensity depend on the resolution of climate models (medium confidence). There is medium confidence that wind speeds associated with extratropical cyclones will change following changes in the storm tracks.",False,medium,medium,"[('medium', -0.21351957, 80.77), ('high', -2.3760142, 9.29), ('Medium', -2.4735541, 8.43), ('High', -4.2374434, 1.44), ('low', -8.180416, 0.03)]",medium,medium,"[('medium', -0.44725713, 63.94), ('Medium', -1.2655021, 28.21), ('high', -2.9564333, 5.2), ('High', -3.6560144, 2.58), (' medium', -8.089358, 0.03)]",medium,medium,"[('medium', -0.44725713, 63.94), ('Medium', -1.2655021, 28.21), ('high', -2.9564333, 5.2), ('High', -3.6560144, 2.58), (' medium', -8.089358, 0.03)]",medium,medium,"[('medium', -0.2124017, 80.86), ('high', -1.8917269, 15.08), ('Medium', -3.5024827, 3.01), ('High', -4.6370444, 0.97), ('low', -7.9596267, 0.03)]",medium,medium,"[('medium', -0.109735124, 89.61), ('high', -2.616426, 7.31), ('Medium', -3.621862, 2.67), ('High', -5.6188884, 0.36), ('low', -8.267704, 0.03)]"
162,162,8,162,AR6_WGI,90,4,"A long-term increase in surface open ocean pH occurred over the past 50 million years (high confidence), and surface ocean pH as low as recent times is uncommon in the last 2 million years ","A long-term increase in surface open ocean pH occurred over the past 50 million years, and surface ocean pH as low as recent times is uncommon in the last 2 million years",medium,1,test,"{4.7, Figure 4.41}(a) Best estimate (scaled) (b) High-warming models (c) Very-high-warming models 4 3 2.5 2 –2 –2.5 –3 –4 1.5 1 0 –1 –1.5SSP1-2.6 (2081–2100) (d) Best estimate (scaled) (e) High-warming models (f) Very-high-warming modelsSSP5-8.5 (2081–2100) 8 6 5 4 –4 –5 –6 –8 3 2 0 –2 –3°C °C 74 Technical Summary TSTS.2.4 The Ocean Observations, models and paleo-evidence indicate that recently observed changes in the ocean are unprecedented for centuries to millennia (high confidence). Over the past four to six decades, it is virtually certain that the global ocean has warmed, with human influence extremely likely the main driver since the 1970s, making climate change irreversible over centuries to millennia (medium confidence). It is virtually certain that upper ocean salinity contrasts have increased since the 1950s and extremely likely that human influence has contributed. It is virtually certain that upper ocean stratification has increased since 1970 and that sea water pH has declined globally over the last 40 years, with human influence being the main driver of the observed surface open ocean acidification (virtually certain). A long-term increase in surface open ocean pH occurred over the past 50 million years (high confidence), and surface ocean pH as low as recent times is uncommon in the last 2 million years (medium confidence). There is high confidence that marine heatwaves have become more frequent in the 20th century, and most of those since 2006 have been attributed to anthropogenic warming (very likely).",False,high,high,"[('high', -0.21476296, 80.67), ('very', -2.2503006, 10.54), ('High', -2.8121235, 6.01), ('medium', -4.073545, 1.7), ('Very', -4.732124, 0.88)]",high,high,"[('high', -0.18584912, 83.04), ('very', -2.5746927, 7.62), ('High', -2.7754679, 6.23), ('medium', -3.804862, 2.23), ('Very', -5.0001345, 0.67)]",high,high,"[('high', -0.39429986, 67.42), ('very', -1.9149393, 14.74), ('High', -1.9550222, 14.16), ('Very', -3.5146003, 2.98), ('medium', -5.2622333, 0.52)]",high,high,"[('high', -0.23241948, 79.26), ('very', -2.101709, 12.22), ('High', -2.857141, 5.74), ('medium', -4.1652637, 1.55), ('Very', -4.57155, 1.03)]",high,high,"[('high', -0.3508536, 70.41), ('very', -1.8370997, 15.93), ('High', -2.2763774, 10.27), ('Very', -3.707465, 2.45), ('medium', -4.894175, 0.75)]"
165,165,9,165,AR6_WGI,90,14,"Ocean warming is irreversible over centuries to millennia (medium confidence), but the magnitude of warming is scenario-dependent from about the mid-21st century ","Ocean warming is irreversible over centuries to millennia, but the magnitude of warming is CO2 emissions scenario dependent from about the mid-21st century",medium,1,test,"While there is low confidence in 20th century AMOC change, it is very likely that AMOC will decline over the 21st century (Figure TS.11). {2.3, 3.5, 3.6, 4.3.2, 5.3, 7.2, 9.2, Box 9.2, 12.4} It is virtually certain that the global ocean has warmed since at least 1971, representing about 90% of the increase in the global energy inventory (Section TS.3.1). The ocean is currently warming faster than at any other time since at least the last deglacial transition (medium confidence), with warming extending to depths well below 2000 m (very high confidence). It is extremely likely that human influence was the main driver of this recent ocean warming. Ocean warming will continue over the 21st century (virtually certain), and will likely continue until at least to 2300 even for low CO 2 emissions scenarios. Ocean warming is irreversible over centuries to millennia (medium confidence), but the magnitude of warming is scenario-dependent from about the mid-21st century (medium confidence). The warming will not be globally uniform, with heat primarily stored in Southern Ocean water-masses and weaker warming in the subpolar North Atlantic (high confidence).",False,high,high,"[('high', -0.12234277, 88.48), ('medium', -2.8046396, 6.05), ('High', -3.2929456, 3.71), ('very', -4.270372, 1.4), ('Medium', -6.1421046, 0.22)]",high,high,"[('high', -0.1329101, 87.55), ('medium', -2.3837645, 9.22), ('High', -3.6456587, 2.61), ('very', -5.6583047, 0.35), ('Medium', -6.1392636, 0.22)]",high,high,"[('high', -0.12112637, 88.59), ('medium', -2.5565302, 7.76), ('High', -3.6317809, 2.65), ('very', -4.8792915, 0.76), ('Medium', -6.3765736, 0.17)]",high,high,"[('high', -0.16653809, 84.66), ('medium', -2.0149, 13.33), ('High', -4.2485313, 1.43), ('very', -5.600857, 0.37), ('Medium', -6.4309673, 0.16)]",high,high,"[('high', -0.12112637, 88.59), ('medium', -2.5565302, 7.76), ('High', -3.6317809, 2.65), ('very', -4.8792915, 0.76), ('Medium', -6.3765736, 0.17)]"
